Detail of Gifts,Item Category,Name of Recipient,Affiliation,Date,Assessed Value,Retention Cost,Retained,Remarks
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-05-17,1500.0,0.0,Yes,Yes
A shield,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-05-17,1000.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-05-17,17750.0,1260.0,Yes,Yes
A flower vase ,Decoration Pieces,"Mr.  Sikandar  Hayat  Khan
Bosan,  Federal  Minister
for  Food  Agriculture  &
Livestock",Unknown,2005-06-18,1000.0,0.0,Auctioned,"Auctioned for
Rs.1,431/-"
One Mont Blanc Ball pen,Pen,"Miss  Hina  Rabbani  Khar,
Minister  of  State
Economic Affairs Division",Unknown,2005-08-20,5900.0,0.0,Yes,Yes
A  wrist  watch  Tag,Watch,"Lt.  Col.  Asim  Saleem
Bajwa,  Deputy  Military
Secretary to the President",Military,2005-09-21,70000.0,9000.0,Yes,Yes
A wrist watch Edox,Watch,"Lt.  Col.  Asim  Saleem
Bajwa,  Deputy  Military
Secretary to the President",Military,2005-09-21,0.0,0.0,Yes,Yes
A  wrist  watch  Tag,Watch,"Lt.  Cdr  Amir  Saeed  ADC
to the President",Military,2005-09-21,70000.0,9000.0,Yes,Yes
A wrist watch Edox,Watch,"Lt.  Cdr  Amir  Saeed  ADC
to the President",Military,2005-09-21,5500.0,0.0,Yes,Yes
a,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-02-15,1000.0,0.0,Yes,Yes
A Ball Point Mont Blanc,Not Specified,"Ch.  Nouraiz Shakoor
Khan, Minister for Science
& Technology ",Unknown,2005-05-18,20000.0,1500.0,Yes,Yes
One silver pot,Not Specified,"Mr.  Ahmed  Waqar,
Secretary, Petroleum",Bureaucracy,2005-07-20,7000.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz, Prime
Minister of Pakistan",Gen Mus,2005-09-22,3000.0,0.0,Yes,Yes
A Model of Elephant,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-09-22,9000.0,0.0,Yes,Yes
A Dinner Set ,Not Specified,"Mr.  Khurshid  M.  Kasuri,
Foreign Affairs Minister",Unknown,2005-11-24,15000.0,750.0,Yes,Yes
A decorative Pot,Not Specified,"Mr.  Khurshid  M.  Kasuri,
Foreign Affairs Minister",Unknown,2005-11-24,2000.0,0.0,Yes,Yes
A Round Silver plate,Not Specified,"Mr.  Khurshid  M.  Kasuri,
Foreign Affairs Minister",Unknown,2005-11-24,1400.0,0.0,Yes,Yes
A Wooden vase,Decoration Pieces,"Mr.  Khurshid  M.  Kasuri,
Foreign Affairs Minister",Unknown,2005-11-24,350.0,0.0,Yes,Yes
A single Bed Sheet,Not Specified,"Mr.  Khurshid  M.  Kasuri,
Foreign Affairs Minister",Unknown,2005-11-24,1000.0,0.0,Yes,Yes
a,Decoration Pieces,"Mr.  Khurshid  M.  Kasuri,
Foreign Affairs Minister",Unknown,2005-11-24,8300.0,0.0,Yes,Yes
A  Wooden  Decoration,Decoration Pieces,"Mr.  Khurshid  M.  Kasuri,
Foreign Affairs Minister",Unknown,2005-11-24,7000.0,0.0,Yes,Yes
One  marble  decoration,Decoration Pieces,"Mr.  Khurshid  M.  Kasuri,
Foreign Affairs Minister",Unknown,2005-11-24,3500.0,0.0,Yes,Yes
One Decoration shield,Decoration Pieces,"Mr. Nawid Ahsan, Finance
Secretary",Bureaucracy,2005-03-17,0.0,0.0,Yes,Yes
a,Decoration Pieces,"Secretary,  Ministry  of
Petroleum  &  Natural
Resources",Bureaucracy,2005-03-17,1700.0,0.0,Yes,Yes
A  camera  Olympus,Not Specified,"Brig.  Irfan  Azam  MS  to
Prime Minister",Military,2005-05-19,10900.0,135.0,Yes,Yes
A camera Olympus,Not Specified,"Brig.  Azhar  Mehmood
Kiani,  PP  to  Prime
Minister",Military,2005-05-19,10900.0,135.0,Yes,Yes
A camera Olympus,Not Specified,"Wg  Cdr  Waqar  Ahmed,
Deputy  Military  Secretary
to Prime Minister",Bureaucracy,2005-05-19,10900.0,135.0,Yes,Yes
A  camera  Olympus,Not Specified,"Mohsin  Hassan  Butt,
Chief  Security  Officer  to
Prime Minister",Unknown,2005-05-19,10900.0,135.0,Yes,Yes
A  camera  Olympus,Not Specified,"Mr.  Muhammad Ali
Babakhel,
Security  Officer  to  Prime
Minister",Unknown,2005-05-19,12900.0,435.0,Yes,Yes
A  camera  Olympus,Technology,"Maj.  Sajjad  Hussain,  ADC
to Prime Minister",Military,2005-05-19,10900.0,135.0,Yes,Yes
A  camera  Olympus,Not Specified,"Mr.  Muhammad  Hassan,
PS to Prime Minister",Unknown,2005-05-19,12900.0,435.0,Yes,Yes
A camera Olympus,Not Specified,"Mr. Zamir Akram
Additional  Secretary
Prime Minister Sectt. ",Bureaucracy,2005-05-19,10900.0,135.0,Yes,Yes
A  Ball  Point  Mont  Blanc,Not Specified,"Mr.  Babar  Khan  Ghauri,
Federal  Minister  for  Ports
and Shipping",Unknown,2005-05-19,20000.0,1500.0,Yes,Yes
a,Not Specified,"General  Pervez Musharaf,
President of Pakistan",Military,2005-12-26,735653.0,108848.0,Yes,Yes
One Ladies dupatta,Not Specified,"Mr.  Jahangir  Khan,
Tareen,  Minister  for
Industries,  Production
and special Initiatives,",Unknown,2005-12-26,50.0,0.0,Auctioned,"Auctioned for
Rs.211/-"
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-18,1700.0,0.0,Yes,Yes
A crystal Bowl,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-18,2800.0,0.0,Yes,Yes
A  ball  point  ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-18,2500.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-18,650.0,0.0,Yes,Yes
A Book,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-18,0.0,0.0,Yes,Yes
A Trowel,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-18,2000.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-18,30000.0,3000.0,Yes,Yes
a,Pen,"Foreign  Minister  of
Pakistan,  Mr.  Khurshid  M.
Kasuri",Unknown,2005-03-18,2500.0,0.0,Yes,Yes
A camera Olympus,Not Specified,"Syed  Muhammad  Ilyas
information  officer  to  the
prime minister",Unknown,2005-05-20,12900.0,435.0,Yes,Yes
A  camera  Olympus  C-,Not Specified,"Ms.  Mahreen  Aziz  Khan
Media  Advisor  to  Prime
Minister",Unknown,2005-05-20,10900.0,135.0,Yes,Yes
One  Decoration  Bowl,Decoration Pieces,"Sheikh  Rasheed  Ahmed
Minister for Information &
Broadcasting",Unknown,2005-06-21,5000.0,0.0,Yes,Yes
One Tractor,Not Specified,"Ch.  Pervez  Elahi,  Chief
Minister Punjab",Unknown,2005-07-22,0.0,0.0,"Gift declared
but not
deposited","Gift declared
but not
deposited"
One Jewelry  Box,Not Specified,"General  Pervez  Musharaf,
President of Pakistan",Military,2005-09-24,59850.0,7478.0,Yes,Yes
One  Jewelry  Box,Not Specified,"General  Pervez  Musharaf,
President of Pakistan",Military,2005-09-24,506460.0,74469.0,Yes,Yes
Two  decoration  pieces,Decoration Pieces,"General  Pervez  Musharaf,
President of Pakistan",Military,2005-09-24,26160.0,2424.0,Yes,Yes
Wooden  Box  containing,Decoration Pieces,"General  Pervez  Musharaf,
President of Pakistan",Military,2005-10-25,9000.0,0.0,Yes,Yes
One Dagger,Not Specified,"Lt.  Gen.  Hamid  Nawaz
Khan,  former  Secretary
Defence",Military,2005-04-19,66880.0,8532.0,Yes,Yes
One  Marble  decoration,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-01-17,6500.0,0.0,Yes,Yes
a,Watch,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-19,290000.0,42000.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-19,46000.0,5400.0,Yes,Yes
a,Watch,"General  Pervez  Musharaf,
President of Pakistan",Military,2005-06-22,907200.0,134580.0,Yes,Yes
One Wrist Watch EDOX,Watch,"Hav.  M.  Anwar,  SSG
President Secretariat",Police,2005-06-22,5500.0,0.0,Yes,Yes
A Wrist Watch Ventura,Watch,"Hav.  M.  Anwar,  SSG
President Secretariat",Police,2005-06-22,14000.0,600.0,Yes,Yes
One Wrist Watch EDOX,Watch,"Hav.  Hakim  Badshah,
SSG President Secretariat",Police,2005-06-22,5500.0,0.0,Yes,Yes
A Wrist Watch Ventura,Watch,"Hav.  Hakim  Badshah,
SSG President Secretariat",Police,2005-06-22,14000.0,600.0,Yes,Yes
A Wrist Watch Ventura,Watch,"Nk.  Tariq  Mehmood  SSG
President",Police,2005-06-22,14000.0,600.0,Yes,Yes
A Wrist Watch EDOX,Watch,"Nk.  Tariq  Mehmood  SSG
President",Police,2005-06-22,5500.0,0.0,Yes,Yes
One Wrist Watch EDOX,Watch,Sep.  Ajmal  Khan  SSG,Police,2005-06-22,5500.0,0.0,Yes,Yes
A Wrist Watch Ventura,Watch,"Sep.  Ajmal  Khan  SSG
President Secretariat",Police,2005-06-22,14000.0,600.0,Yes,Yes
One Wrist Watch EDOX,Watch,"Sep.  Irshad  Khan  SSG
President Secretariat",Police,2005-06-22,5500.0,0.0,Yes,Yes
A Wrist Watch Ventura,Watch,"Sep.  Irshad  Khan  SSG
President Secretariat",Police,2005-06-22,14000.0,600.0,Yes,Yes
A  wrist  watch  Rolex,Watch,"Mr.  Khurshid  M.  Kasuri,
Minister  for  Foreign
Affairs",Unknown,2005-06-22,550000.0,0.0,Auctioned,"Auctioned for
Rs.361,000/-"
a,Watch,"Mr.  Khurshid  M.  Kasuri,
Minister  for  Foreign
Affairs",Unknown,2005-06-22,25600.0,2490.0,Yes,Yes
One  Pair  of  Candle,Not Specified,"Mr.  Khurshid  M.  Kasur,
Minister  for  Foreign
Affairs",Unknown,2005-06-22,5000.0,0.0,Yes,Yes
A  copy  of  the  Al-Masjid,Not Specified,"Mr.  Khurshid  M.  Kasuri,
Minister  for  Foreign
Affairs",Unknown,2005-06-22,0.0,0.0,Yes,Yes
A  Wrist  Watch  Rolex,Watch,"Mr.  Ghulam  Sarwar,
Minister  for Labour  &
Manpower ",Unknown,2005-08-24,550000.0,81000.0,Yes,Yes
a,Watch,"Mr.  Ghulam  Sarwar,
Minister  for  Labour  &
Manpower ",Unknown,2005-08-24,26600.0,2490.0,Yes,Yes
A  wrist  watch  Tag,Watch,"Mr.  Sanaullah  Ch,  Chief
Cameraman PTV",Media,2005-08-24,70000.0,9000.0,Yes,Yes
Replica of four Minar,Not Specified,"Mr.  Shaukat  Aziz,  Prime",Gen Mus,2005-01-18,2200.0,0.0,Yes,Yes
A flower Vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-04-21,25000.0,0.0,"Gift displayed
at PM House","Gift displayed
at PM House"
A carpet,Carpet,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-04-21,7000.0,0.0,Yes,Yes
A Silver Bowl,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-04-21,1800.0,0.0,Yes,Yes
A Chess,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-04-21,0.0,0.0,Yes,Yes
Walkman ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-04-21,0.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-09-26,0.0,0.0,Yes,Yes
A  Kehwa  set  ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-09-26,2000.0,0.0,Yes,Yes
a,Pen,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-09-26,16000.0,900.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-12-29,0.0,0.0,Yes,Yes
One  Chitrali  Chugha,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-12-29,8500.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-12-29,0.0,0.0,Yes,Yes
One  Ceramic  Plate  with,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-12-29,3500.0,0.0,Yes,Yes
Two  Mobile  sets ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-12-29,28000.0,2700.0,Yes,Yes
One Pen Stand,Pen,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-12-29,45000.0,0.0,Auctioned,"Gift auctioned
for Rs.46,100
/-"
a,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-12-29,9100.0,0.0,Yes,Yes
Small bras box,Not Specified,"Mr.  Jehangir Bashar
Secretary,  Board  of
Investment (B.O.I)",Bureaucracy,2005-12-29,1200.0,0.0,Yes,Yes
Small  model  of  Taj,Not Specified,"Mr.  Ahmed  Waqar,
Secretary Petroleum",Bureaucracy,2005-12-29,0.0,0.0,Yes,Yes
A Ball point ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-21,2000.0,0.0,Yes,Yes
A ceramic Tray,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-21,1000.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-21,8500.0,0.0,Yes,Yes
Model  of  Islamic,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-21,0.0,0.0,Yes,Yes
A Dagger,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-21,14000.0,600.0,Yes,Yes
a,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-21,1200.0,0.0,Yes,Yes
Ding ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-03-21,500.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-04-22,5500.0,0.0,"All gifts
displayed at
PM House","All gifts
displayed at
PM House"
A Crown in ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-04-22,29260.0,2889.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-06-24,1200.0,0.0,Yes,Yes
A Model of Elephant,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-06-24,7500.0,0.0,Yes,Yes
A table lamp,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-06-24,3500.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-06-24,9000.0,0.0,Yes,Yes
One Bowl,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-06-24,400.0,0.0,Yes,Yes
One Tea set ,Crockery,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen. Musharraf,2005-06-24,3200.0,0.0,Yes,Yes
One pair of Cufflinks,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-06-24,8800.0,0.0,Yes,Yes
One  Coffee  Set  ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-06-24,2400.0,0.0,Yes,Yes
One replica of bear,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-25,2200.0,0.0,Yes,Yes
Flame  of  the  Forest,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-25,600.0,0.0,Yes,Yes
Pair of flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-25,1600.0,0.0,Yes,Yes
a,Cigar/Cigarettes,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-25,2800.0,0.0,Yes,Yes
A  book  ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-25,0.0,0.0,Yes,Yes
A book ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-25,0.0,0.0,Yes,Yes
Two  Books  i,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-25,0.0,0.0,Yes,Yes
Two decorate piece,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-25,8500.0,0.0,Yes,Yes
One Metal Tray,Not Specified,"Dr.  Abdul  Hafeez  Shaikh,
Minister for Privatization",Unknown,2005-09-27,1500.0,0.0,Yes,Yes
A wrist Watch Concord,Watch,"Maj.  General  Tasawar
Hussain,  Personal
physician to the President",Military,2005-11-29,40000.0,4500.0,Yes,Yes
One Wrist Watch Hublot,Watch,"Maj.  General  Tasawar
Hussain, Personal
physician to the President",Military,2005-11-29,0.0,7200.0,Yes,Yes
A cigar Box,Cigar/Cigarettes,"Brig.  Irfan  Azam  MS  to
Prime Minister",Military,2005-07-26,600.0,0.0,Yes,Yes
A cigar Box,Cigar/Cigarettes,"Brig.  Azhar  Mehmood  PP
to Prime Minister",Military,2005-07-26,600.0,0.0,Yes,Yes
A cigar Box,Cigar/Cigarettes,"Mohsin  Hassan  Butt,
Chief  security  Officer  to
Prime Minister",Unknown,2005-07-26,800.0,0.0,Yes,Yes
A cigar Box,Cigar/Cigarettes,"Lt  Col.  Iftakhar  Ghani
Director Security to Prime
Minister",Military,2005-07-26,800.0,0.0,Yes,Yes
A cigar Box,Cigar/Cigarettes,"Maj  Sajjad  Hussain,  ADC
to Prime Minister",Military,2005-07-26,800.0,0.0,Yes,Yes
A cigar Box,Cigar/Cigarettes,"Muhammad  Hassan
Private  Secretary  to",Bureaucracy,2005-07-26,800.0,0.0,Yes,Yes
A cigar Box,Cigar/Cigarettes,"Karamat  Ali,  Protocol
Assistant  to  Prime
Minister",Unknown,2005-07-26,800.0,0.0,Yes,Yes
One Carpet,Carpet,"General  Pervez  Musharaf,
President of Pakistan",Military,2005-11-30,18000.0,1200.0,Yes,Yes
A ball pen ,Pen,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-10-30,6500.0,0.0,Yes,Yes
A  mobile  set,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-10-30,20000.0,1500.0,Yes,Yes
A cigar box,Cigar/Cigarettes,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-10-30,5000.0,0.0,Yes,Yes
Coffee  cup  ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-10-30,3000.0,0.0,Yes,Yes
Glass  decoration  piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-10-30,2000.0,0.0,Yes,Yes
a,Carpet,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-10-30,21200.0,1680.0,Yes,Yes
One  concord  wrist,Watch,L/NK Zahoor Ahmed valet,Military,2005-02-23,15000.0,750.0,Yes,Yes
One  concord  wrist,Watch,"L/NK  Daudur  Rehman
Security guard",Military,2005-02-23,15000.0,750.0,Yes,Yes
One  concord  wrist,Watch,"Sep.  Asif  Riaz  Security
Guard",Military,2005-02-23,15000.0,750.0,Yes,Yes
One  concord  wrist,Watch,"Sep.  Imran  Mushtaq,
Security Guard",Military,2005-02-23,15000.0,750.0,Yes,Yes
a,Not Specified,"Secretary,  Ministry  of",Bureaucracy,2005-03-24,100.0,0.0,Yes,Yes
One  Pair  of  Candle,Not Specified,"Mr.  Ahmad  Waqar,
Secretary  Ministry  of
Petroleum  &  Natural
Resources",Bureaucracy,2005-04-25,800.0,0.0,Yes,Yes
One flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-28,3000.0,0.0,Yes,Yes
Two  wall  hanging  ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-28,600.0,0.0,Yes,Yes
One  portable  DVD,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-07-28,2500.0,0.0,Yes,Yes
Wrist watch Bvlgari,Watch,"Mr. Arbab Ghulam Rahim,
Chief Minister of Sindh",Unknown,2005-07-28,85000.0,11250.0,Yes,Yes
A wrist watch DAYTONA,Watch,"Engr.  Amir  Mauqam
Minister  of  State  for
Water and Power ",Unknown,2005-08-29,550000.0,81000.0,Yes,Yes
a,Watch,"Engr.  Amir  Mauqam
Minister  of  State  for
Water and Power ",Unknown,2005-08-29,26600.0,2490.0,Yes,Yes
A ladies purse,Not Specified,"Begum  Sahiba,  Wife  of
Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-05-27,2500.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-05-27,1300.0,0.0,Yes,Yes
A ceramic plate,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-05-27,1000.0,0.0,Yes,Yes
One Wall Clock,Not Specified,"Hina  Rabbai  Khar,
Minister  of  State  for",Unknown,2005-04-27,600.0,0.0,Yes,Yes
a,Watch,"Admiral  Abdul  Aziz  Mirza
(Retd)  Ambassador  of
Pakistan in Saudi Arabia",Military,2005-06-29,95000.0,12750.0,Yes,Yes
An  Oxidized  Silver,Not Specified,"Mr.  Ajaz  Mohiuddin,  Joint
Secretary, Petroleum",Bureaucracy,2005-07-30,1500.0,0.0,Yes,Yes
a,Watch,"Mr.  Ajaz  Mohiuddin,  Joint
Secretary, Petroleum",Bureaucracy,2005-07-30,4300.0,0.0,Yes,Yes
A  decoration  box  ,Decoration Pieces,"Mr.  Khalid  Saeed,
Secretary,  Economic
Affairs Division",Bureaucracy,2005-07-30,800.0,0.0,Yes,Yes
A pen Mont Blanc,Pen,"Mr.  Ghulam  Sarwar,
Minister  for  Labour  &
Manpower ",Unknown,2005-08-31,20000.0,1500.0,Yes,Yes
One  Pen  set  i,Pen,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-01-25,60000.0,7500.0,Yes,Yes
A wall Hanging,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-01-25,1000.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-01-25,2200.0,0.0,Yes,Yes
a,Watch,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-06-30,856820.0,127023.0,Yes,Yes
One Bowl,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-06-30,6000.0,0.0,Yes,Yes
A  wrist  watch,Watch,"Mr.  Muhammad  OSD  to
Prime Minister",Unknown,2005-06-30,35000.0,4989.0,Yes,Yes
Pair of cufflinks in ,Not Specified,"Mr.  Muhammad,  OSD  to
Prime Minister",Unknown,2005-06-30,8260.0,0.0,Yes,Yes
One  Wrist  Watch,Watch,"Major  Asad,  Security
Officer to President",Military,2005-06-30,40000.0,4500.0,Yes,Yes
One  Wrist  Watch,Watch,"Major  Asad,  Security
Officer to President",Military,2005-06-30,14000.0,600.0,Yes,Yes
a,Not Specified,"Ch.  Pervez Elahi,  Chief
Minister Punjab",Unknown,2005-03-28,0.0,0.0,"Gifts declared
but not
deposited.","Gifts declared
but not
deposited."
a,Carpet,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-02-28,44150.0,5123.0,Yes,Yes
A flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-02-28,3500.0,0.0,Yes,Yes
A Jewelry box,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-02-28,8500.0,0.0,Yes,Yes
Dinner Set ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-02-28,17000.0,1050.0,Yes,Yes
A book ,Not Specified,"Mr.  Shaukat  Aziz,  Prime
Minister of Pakistan",Gen Mus,2005-02-28,0.0,0.0,Yes,Yes
a,Watch,"Principle  Secretary  to  the
Prime Minister",Bureaucracy,2005-02-28,62000.0,7800.0,Yes,Yes
a,Not Specified,"Brig  Tahir  Mahmud  Malik,
Military  Secretary  to  the
Prime Minister",Military,2005-02-28,0.0,0.0,Yes,Yes
a,Decoration Pieces,"Mrs. Munira Tahir, Wife of
Military  Secretary  to  the
Prime Minister",Bureaucracy,2005-02-28,2000.0,0.0,Yes,Yes
a,Decoration Pieces,"Brig.  Azhar  Mahmood
Kayani,  Personal
Physician  to  Prime
Minister ",Military,2005-02-28,2000.0,0.0,Yes,Yes
a,Not Specified,"Mr. Javed  Akthtar,  Press
Secretary  to  Prime
Minister",Bureaucracy,2005-02-28,0.0,0.0,Yes,Yes
a,Decoration Pieces,"Lt.  Cdr.  Waseem  Abbas
Naqvi,  ADC  to  Prime
Minister",Military,2005-02-28,2000.0,0.0,Yes,Yes
a,Decoration Pieces,"Mr.  Muhammad  Hassan,
PS to Prime Minister",Unknown,2005-02-28,700.0,0.0,Yes,Yes
a,Decoration Pieces,"Mr.  Mohsin  Ali  Mehmood,
LDC,  Prime  Minister
Sectt.",Unknown,2005-02-28,1000.0,0.0,Yes,Yes
Two Packet Sweets,Not Specified,"Mr.  Muhammad  Riaz,
Nursing Assistant",Unknown,2005-02-28,0.0,0.0,Yes,Yes
a,Decoration Pieces,"Lt.  Col.  Iftikhar  Ghani,
Director  Security,  Prime
Minister Sectt.",Military,2005-02-28,0.0,0.0,Yes,Yes
a,Decoration Pieces,"Mr.  Mohsin  Hassan  Butt,
Chief  Security  Officer  to
the Prime Minister",Unknown,2005-02-28,1500.0,0.0,Yes,Yes
a,Not Specified,"Capt.  (R)  Abdul  Saeed
Naveed,  Addl  Security
Officer,  Prime  Minister
Sectt.",Unknown,2005-02-28,0.0,0.0,Yes,Yes
a,Not Specified,"Mr.  Muhammad  Ali  Baba,
Superintendent of Police",Unknown,2005-02-28,500.0,0.0,Yes,Yes
a,Decoration Pieces,"Sub.  Inspector  Arshad
Mahmood, Police Gunman",Unknown,2005-02-28,1000.0,0.0,Yes,Yes
